Date,Attribute,Volume,Diff,Price,Key Comp,Site,Product
1/23/2021,Overnight,179,0,2.15,3002,1001,Regular
1/24/2021,Morning Commute,621,0,2.16,3004,1001,Regular
1/24/2021,Lunch Rush,643,-3,2.14,3001,1001,Regular
1/24/2021,Evening Commute,684,0,2.15,3004,1001,Regular
1/24/2021,Overnight,130,-1,2.17,3002,1001,Regular
1/25/2021,Morning Commute,591,-3,2.17,3001,1001,Regular
1/25/2021,Lunch Rush,483,-1,2.17,3001,1001,Regular
1/25/2021,Evening Commute,561,0,2.19,3002,1001,Regular
1/25/2021,Overnight,98,1,2.21,3005,1001,Regular
1/26/2021,Morning Commute,460,0,2.22,3001,1001,Regular
1/26/2021,Lunch Rush,456,-2,2.24,3001,1001,Regular
1/26/2021,Evening Commute,555,-2,2.23,3002,1001,Regular
1/26/2021,Overnight,93,0,2.21,3005,1001,Regular
1/27/2021,Morning Commute,464,2,2.21,3001,1001,Regular
1/27/2021,Lunch Rush,444,1,2.2,3001,1001,Regular
1/27/2021,Evening Commute,619,-2,2.19,3002,1001,Regular
1/27/2021,Overnight,108,-1,2.19,3005,1001,Regular
1/28/2021,Morning Commute,523,3,2.2,3001,1001,Regular
1/28/2021,Lunch Rush,555,0,2.2,3001,1001,Regular
1/28/2021,Evening Commute,577,3,2.18,3002,1001,Regular
1/28/2021,Overnight,123,0,2.16,3005,1001,Regular
1/29/2021,Morning Commute,842,-2,2.14,3001,1001,Regular
1/29/2021,Lunch Rush,656,1,2.13,3001,1001,Regular
1/29/2021,Evening Commute,713,3,2.14,3002,1001,Regular
1/29/2021,Overnight,147,1,2.12,3005,1001,Regular
1/30/2021,Morning Commute,898,0,2.14,3004,1001,Regular
1/30/2021,Lunch Rush,727,2,2.13,3001,1001,Regular
1/30/2021,Evening Commute,1048,-1,2.12,3004,1001,Regular
1/30/2021,Overnight,180,0,2.11,3002,1001,Regular
1/31/2021,Morning Commute,555,2,2.1,3004,1001,Regular
1/31/2021,Lunch Rush,582,-1,2.1,3001,1001,Regular
1/31/2021,Evening Commute,706,-1,2.12,3004,1001,Regular
1/31/2021,Overnight,130,-1,2.12,3002,1001,Regular
2/1/2021,Morning Commute,573,-2,2.14,3001,1001,Regular
2/1/2021,Lunch Rush,544,-3,2.12,3001,1001,Regular
2/1/2021,Evening Commute,512,2,2.13,3002,1001,Regular
2/1/2021,Overnight,105,0,2.15,3005,1001,Regular
2/2/2021,Morning Commute,518,-2,2.17,3001,1001,Regular
2/2/2021,Lunch Rush,489,-3,2.17,3001,1001,Regular
2/2/2021,Evening Commute,462,2,2.19,3002,1001,Regular
2/2/2021,Overnight,89,1,2.18,3005,1001,Regular
2/3/2021,Morning Commute,603,-3,2.2,3001,1001,Regular
2/3/2021,Lunch Rush,424,2,2.18,3001,1001,Regular
2/3/2021,Evening Commute,522,2,2.16,3002,1001,Regular
2/3/2021,Overnight,110,-1,2.15,3005,1001,Regular
2/4/2021,Morning Commute,563,2,2.15,3001,1001,Regular
2/4/2021,Lunch Rush,475,3,2.17,3001,1001,Regular
2/4/2021,Evening Commute,662,1,2.19,3002,1001,Regular
2/4/2021,Overnight,132,-1,2.17,3005,1001,Regular
2/5/2021,Morning Commute,791,0,2.19,3001,1001,Regular
2/5/2021,Lunch Rush,665,1,2.19,3001,1001,Regular
2/5/2021,Evening Commute,779,2,2.21,3002,1001,Regular
2/5/2021,Overnight,164,-1,2.19,3005,1001,Regular
2/6/2021,Morning Commute,952,-1,2.18,3004,1001,Regular
2/6/2021,Lunch Rush,822,0,2.2,3001,1001,Regular
2/6/2021,Evening Commute,966,1,2.2,3004,1001,Regular
2/6/2021,Overnight,175,1,2.18,3002,1001,Regular
2/7/2021,Morning Commute,691,-2,2.17,3004,1001,Regular
2/7/2021,Lunch Rush,541,1,2.16,3001,1001,Regular
2/7/2021,Evening Commute,650,1,2.15,3004,1001,Regular
2/7/2021,Overnight,118,1,2.13,3002,1001,Regular
2/8/2021,Morning Commute,597,-3,2.15,3001,1001,Regular
2/8/2021,Lunch Rush,424,2,2.16,3001,1001,Regular
2/8/2021,Evening Commute,492,3,2.14,3002,1001,Regular
2/8/2021,Overnight,109,-1,2.15,3005,1001,Regular
2/9/2021,Morning Commute,443,1,2.17,3001,1001,Regular
2/9/2021,Lunch Rush,469,-2,2.17,3001,1001,Regular
2/9/2021,Evening Commute,591,-3,2.19,3002,1001,Regular
2/9/2021,Overnight,99,-1,2.21,3005,1001,Regular
2/10/2021,Morning Commute,598,-3,2.2,3001,1001,Regular
2/10/2021,Lunch Rush,446,1,2.21,3001,1001,Regular
2/10/2021,Evening Commute,660,-3,2.23,3002,1001,Regular
2/10/2021,Overnight,110,-1,2.21,3005,1001,Regular
2/11/2021,Morning Commute,660,-1,2.2,3001,1001,Regular
2/11/2021,Lunch Rush,482,3,2.19,3001,1001,Regular
2/11/2021,Evening Commute,649,1,2.2,3002,1001,Regular
2/11/2021,Overnight,124,0,2.2,3005,1001,Regular
2/12/2021,Morning Commute,779,0,2.19,3001,1001,Regular
2/12/2021,Lunch Rush,634,2,2.19,3001,1001,Regular
2/12/2021,Evening Commute,773,2,2.17,3002,1001,Regular
2/12/2021,Overnight,148,1,2.17,3005,1001,Regular
2/13/2021,Morning Commute,962,-1,2.18,3004,1001,Regular
2/13/2021,Lunch Rush,940,-3,2.17,3001,1001,Regular
2/13/2021,Evening Commute,1150,-3,2.18,3004,1001,Regular
2/13/2021,Overnight,184,0,2.19,3002,1001,Regular
2/14/2021,Morning Commute,686,-2,2.17,3004,1001,Regular
2/14/2021,Lunch Rush,504,2,2.16,3001,1001,Regular
2/14/2021,Evening Commute,765,-2,2.18,3004,1001,Regular
2/14/2021,Overnight,132,-1,2.16,3002,1001,Regular
2/15/2021,Morning Commute,548,-1,2.14,3001,1001,Regular
2/15/2021,Lunch Rush,519,-2,2.16,3001,1001,Regular
2/15/2021,Evening Commute,599,-1,2.14,3002,1001,Regular
2/15/2021,Overnight,111,-1,2.15,3005,1001,Regular
2/16/2021,Morning Commute,495,-1,2.13,3001,1001,Regular
2/16/2021,Lunch Rush,468,-2,2.12,3001,1001,Regular
2/16/2021,Evening Commute,444,3,2.1,3002,1001,Regular
2/16/2021,Overnight,93,0,2.09,3005,1001,Regular
2/17/2021,Morning Commute,524,0,2.08,3001,1001,Regular
2/17/2021,Lunch Rush,540,-3,2.07,3001,1001,Regular
2/17/2021,Evening Commute,570,0,2.07,3002,1001,Regular
2/17/2021,Overnight,100,1,2.08,3005,1001,Regular
2/18/2021,Morning Commute,692,-2,2.06,3001,1001,Regular
2/18/2021,Lunch Rush,538,1,2.08,3001,1001,Regular
2/18/2021,Evening Commute,626,2,2.06,3002,1001,Regular
2/18/2021,Overnight,119,1,2.04,3005,1001,Regular
2/19/2021,Morning Commute,738,1,2.02,3001,1001,Regular
2/19/2021,Lunch Rush,632,2,2.02,3001,1001,Regular
2/19/2021,Evening Commute,769,2,2.04,3002,1001,Regular
2/19/2021,Overnight,164,-1,2.02,3005,1001,Regular
2/20/2021,Morning Commute,831,2,2.03,3004,1001,Regular
2/20/2021,Lunch Rush,865,-1,2.01,3001,1001,Regular
2/20/2021,Evening Commute,1065,-1,2.03,3004,1001,Regular
2/20/2021,Overnight,193,-1,2.05,3002,1001,Regular
2/21/2021,Morning Commute,571,2,2.05,3004,1001,Regular
2/21/2021,Lunch Rush,563,0,2.07,3001,1001,Regular
2/21/2021,Evening Commute,622,2,2.09,3004,1001,Regular
2/21/2021,Overnight,131,-1,2.1,3002,1001,Regular
2/22/2021,Morning Commute,493,1,2.08,3001,1001,Regular
2/22/2021,Lunch Rush,424,2,2.1,3001,1001,Regular
2/22/2021,Evening Commute,578,0,2.09,3002,1001,Regular
2/22/2021,Overnight,110,-1,2.07,3005,1001,Regular
2/23/2021,Morning Commute,395,3,2.08,3001,1001,Regular
2/23/2021,Lunch Rush,467,-2,2.1,3001,1001,Regular
2/23/2021,Evening Commute,487,1,2.08,3002,1001,Regular
2/23/2021,Overnight,99,-1,2.1,3005,1001,Regular
2/24/2021,Morning Commute,600,-3,2.1,3001,1001,Regular
2/24/2021,Lunch Rush,451,1,2.12,3001,1001,Regular
2/24/2021,Evening Commute,542,1,2.14,3002,1001,Regular
2/24/2021,Overnight,110,-1,2.14,3005,1001,Regular
2/25/2021,Morning Commute,621,0,2.16,3001,1001,Regular
2/25/2021,Lunch Rush,593,-1,2.18,3001,1001,Regular
2/25/2021,Evening Commute,791,-3,2.2,3002,1001,Regular
2/25/2021,Overnight,132,-1,2.21,3005,1001,Regular
2/26/2021,Morning Commute,674,3,2.22,3001,1001,Regular
2/26/2021,Lunch Rush,780,-2,2.22,3001,1001,Regular
2/26/2021,Evening Commute,856,0,2.24,3002,1001,Regular
2/26/2021,Overnight,165,-1,2.25,3005,1001,Regular
2/27/2021,Morning Commute,872,1,2.25,3004,1001,Regular
2/27/2021,Lunch Rush,827,0,2.25,3001,1001,Regular
2/27/2021,Evening Commute,1165,-3,2.26,3004,1001,Regular
2/27/2021,Overnight,183,0,2.26,3002,1001,Regular
2/28/2021,Morning Commute,696,-2,2.27,3004,1001,Regular
2/28/2021,Lunch Rush,617,-2,2.29,3001,1001,Regular
2/28/2021,Evening Commute,696,0,2.28,3004,1001,Regular
2/28/2021,Overnight,125,0,2.26,3002,1001,Regular
3/1/2021,Morning Commute,530,2,2.27,3001,1001,Regular
3/1/2021,Lunch Rush,455,3,2.25,3001,1001,Regular
3/1/2021,Evening Commute,686,-1,2.26,3002,1001,Regular
3/1/2021,Overnight,113,1,2.28,3005,1001,Regular
3/2/2021,Morning Commute,613,-3,2.27,3001,1001,Regular
3/2/2021,Lunch Rush,410,3,2.25,3001,1001,Regular
3/2/2021,Evening Commute,646,-2,2.25,3002,1001,Regular
3/2/2021,Overnight,105,0,2.25,3005,1001,Regular
3/3/2021,Morning Commute,586,0,2.27,3001,1001,Regular
3/3/2021,Lunch Rush,477,2,2.27,3001,1001,Regular
3/3/2021,Evening Commute,551,3,2.26,3002,1001,Regular
3/3/2021,Overnight,118,0,2.24,3005,1001,Regular
3/4/2021,Morning Commute,782,-2,2.24,3001,1001,Regular
3/4/2021,Lunch Rush,577,2,2.24,3001,1001,Regular
3/4/2021,Evening Commute,667,3,2.25,3002,1001,Regular
3/4/2021,Overnight,135,1,2.24,3005,1001,Regular
3/5/2021,Morning Commute,1013,-3,2.26,3001,1001,Regular
3/5/2021,Lunch Rush,871,-2,2.27,3001,1001,Regular
3/5/2021,Evening Commute,876,2,2.26,3002,1001,Regular
3/5/2021,Overnight,169,1,2.28,3005,1001,Regular
3/6/2021,Morning Commute,988,1,2.26,3004,1001,Regular
3/6/2021,Lunch Rush,973,-1,2.25,3001,1001,Regular
3/6/2021,Evening Commute,1311,-3,2.24,3004,1001,Regular
3/6/2021,Overnight,207,0,2.22,3002,1001,Regular
3/7/2021,Morning Commute,778,-2,2.23,3004,1001,Regular
3/7/2021,Lunch Rush,567,2,2.24,3001,1001,Regular
3/7/2021,Evening Commute,733,1,2.26,3004,1001,Regular
3/7/2021,Overnight,142,0,2.25,3002,1001,Regular
3/8/2021,Morning Commute,614,-1,2.25,3001,1001,Regular
3/8/2021,Lunch Rush,530,0,2.25,3001,1001,Regular
3/8/2021,Evening Commute,616,1,2.26,3002,1001,Regular
3/8/2021,Overnight,113,1,2.25,3005,1001,Regular
3/9/2021,Morning Commute,558,-1,2.25,3001,1001,Regular
3/9/2021,Lunch Rush,505,-1,2.23,3001,1001,Regular
3/9/2021,Evening Commute,580,0,2.25,3002,1001,Regular
3/9/2021,Overnight,111,-1,2.26,3005,1001,Regular
3/10/2021,Morning Commute,619,-1,2.24,3001,1001,Regular
3/10/2021,Lunch Rush,611,-3,2.25,3001,1001,Regular
3/10/2021,Evening Commute,586,2,2.23,3002,1001,Regular
3/10/2021,Overnight,124,-1,2.25,3005,1001,Regular
3/11/2021,Morning Commute,817,-3,2.27,3001,1001,Regular
3/11/2021,Lunch Rush,729,-3,2.29,3001,1001,Regular
3/11/2021,Evening Commute,818,-1,2.28,3002,1001,Regular
3/11/2021,Overnight,148,-1,2.27,3005,1001,Regular
3/12/2021,Morning Commute,840,1,2.25,3001,1001,Regular
3/12/2021,Lunch Rush,709,2,2.26,3001,1001,Regular
3/12/2021,Evening Commute,825,3,2.27,3002,1001,Regular
3/12/2021,Overnight,167,1,2.25,3005,1001,Regular
3/13/2021,Morning Commute,1074,-1,2.27,3004,1001,Regular
3/13/2021,Lunch Rush,891,1,2.25,3001,1001,Regular
3/13/2021,Evening Commute,1077,1,2.24,3004,1001,Regular
3/13/2021,Overnight,207,0,2.23,3002,1001,Regular
3/14/2021,Morning Commute,630,2,2.21,3004,1001,Regular
3/14/2021,Lunch Rush,538,3,2.2,3001,1001,Regular
3/14/2021,Evening Commute,770,0,2.19,3004,1001,Regular
3/14/2021,Overnight,134,1,2.17,3002,1001,Regular
3/15/2021,Morning Commute,594,0,2.18,3001,1001,Regular
3/15/2021,Lunch Rush,606,-3,2.2,3001,1001,Regular
3/15/2021,Evening Commute,742,-3,2.2,3002,1001,Regular
3/15/2021,Overnight,111,1,2.19,3005,1001,Regular
3/16/2021,Morning Commute,526,0,2.2,3001,1001,Regular
3/16/2021,Lunch Rush,410,3,2.22,3001,1001,Regular
3/16/2021,Evening Commute,587,0,2.21,3002,1001,Regular
3/16/2021,Overnight,107,0,2.22,3005,1001,Regular
3/17/2021,Morning Commute,591,0,2.24,3001,1001,Regular
3/17/2021,Lunch Rush,579,-2,2.23,3001,1001,Regular
3/17/2021,Evening Commute,717,-2,2.21,3002,1001,Regular
3/17/2021,Overnight,125,-1,2.23,3005,1001,Regular
3/18/2021,Morning Commute,641,2,2.24,3001,1001,Regular
3/18/2021,Lunch Rush,545,3,2.23,3001,1001,Regular
3/18/2021,Evening Commute,739,1,2.22,3002,1001,Regular
3/18/2021,Overnight,141,0,2.24,3005,1001,Regular
3/19/2021,Morning Commute,1011,-3,2.24,3001,1001,Regular
3/19/2021,Lunch Rush,755,1,2.22,3001,1001,Regular
3/19/2021,Evening Commute,963,0,2.22,3002,1001,Regular
3/19/2021,Overnight,169,1,2.22,3005,1001,Regular
3/20/2021,Morning Commute,1031,0,2.2,3004,1001,Regular
3/20/2021,Lunch Rush,885,1,2.19,3001,1001,Regular
3/20/2021,Evening Commute,1295,-3,2.17,3004,1001,Regular
3/20/2021,Overnight,196,1,2.17,3002,1001,Regular
3/21/2021,Morning Commute,748,-1,2.15,3004,1001,Regular
3/21/2021,Lunch Rush,568,2,2.13,3001,1001,Regular
3/21/2021,Evening Commute,779,0,2.12,3004,1001,Regular
3/21/2021,Overnight,142,0,2.14,3002,1001,Regular
3/22/2021,Morning Commute,531,2,2.16,3001,1001,Regular
3/22/2021,Lunch Rush,554,-1,2.16,3001,1001,Regular
3/22/2021,Evening Commute,548,3,2.18,3002,1001,Regular
3/22/2021,Overnight,117,0,2.17,3005,1001,Regular
3/23/2021,Morning Commute,608,-3,2.16,3001,1001,Regular
3/23/2021,Lunch Rush,528,-2,2.17,3001,1001,Regular
3/23/2021,Evening Commute,674,-3,2.16,3002,1001,Regular
3/23/2021,Overnight,112,-1,2.16,3005,1001,Regular
3/24/2021,Morning Commute,558,1,2.14,3001,1001,Regular
3/24/2021,Lunch Rush,447,3,2.12,3001,1001,Regular
3/24/2021,Evening Commute,652,0,2.14,3002,1001,Regular
3/24/2021,Overnight,119,0,2.14,3005,1001,Regular
3/25/2021,Morning Commute,669,1,2.14,3001,1001,Regular
3/25/2021,Lunch Rush,673,-1,2.16,3001,1001,Regular
3/25/2021,Evening Commute,664,3,2.15,3002,1001,Regular
3/25/2021,Overnight,142,0,2.15,3005,1001,Regular
3/26/2021,Morning Commute,1014,-3,2.17,3001,1001,Regular
3/26/2021,Lunch Rush,753,1,2.18,3001,1001,Regular
3/26/2021,Evening Commute,1109,-3,2.17,3002,1001,Regular
3/26/2021,Overnight,176,0,2.19,3005,1001,Regular
3/27/2021,Morning Commute,1041,0,2.21,3004,1001,Regular
3/27/2021,Lunch Rush,1020,-2,2.23,3001,1001,Regular
3/27/2021,Evening Commute,1190,-1,2.23,3004,1001,Regular
3/27/2021,Overnight,215,-1,2.24,3002,1001,Regular
3/28/2021,Morning Commute,744,-1,2.22,3004,1001,Regular
3/28/2021,Lunch Rush,536,3,2.22,3001,1001,Regular
3/28/2021,Evening Commute,900,-3,2.23,3004,1001,Regular
3/28/2021,Overnight,148,-1,2.25,3002,1001,Regular
3/29/2021,Morning Commute,554,1,2.24,3001,1001,Regular
3/29/2021,Lunch Rush,585,-2,2.26,3001,1001,Regular
3/29/2021,Evening Commute,686,-1,2.27,3002,1001,Regular
3/29/2021,Overnight,111,1,2.25,3005,1001,Regular
3/30/2021,Morning Commute,530,0,2.27,3001,1001,Regular
3/30/2021,Lunch Rush,454,1,2.27,3001,1001,Regular
3/30/2021,Evening Commute,611,-1,2.28,3002,1001,Regular
3/30/2021,Overnight,101,1,2.29,3005,1001,Regular
3/31/2021,Morning Commute,614,-1,2.31,3001,1001,Regular
3/31/2021,Lunch Rush,525,0,2.33,3001,1001,Regular
3/31/2021,Evening Commute,585,2,2.33,3002,1001,Regular
3/31/2021,Overnight,124,-1,2.34,3005,1001,Regular
4/1/2021,Morning Commute,852,-2,2.33,3001,1001,Regular
4/1/2021,Lunch Rush,592,3,2.31,3001,1001,Regular
4/1/2021,Evening Commute,806,1,2.32,3002,1001,Regular
4/1/2021,Overnight,146,1,2.32,3005,1001,Regular
4/2/2021,Morning Commute,823,3,2.3,3001,1001,Regular
4/2/2021,Lunch Rush,908,-1,2.32,3001,1001,Regular
4/2/2021,Evening Commute,911,3,2.32,3002,1001,Regular
4/2/2021,Overnight,185,1,2.34,3005,1001,Regular
4/3/2021,Morning Commute,1070,1,2.32,3004,1001,Regular
4/3/2021,Lunch Rush,1068,-1,2.31,3001,1001,Regular
4/3/2021,Evening Commute,1254,0,2.32,3004,1001,Regular
4/3/2021,Overnight,237,-1,2.31,3002,1001,Regular
4/4/2021,Morning Commute,846,-2,2.32,3004,1001,Regular
4/4/2021,Lunch Rush,633,2,2.33,3001,1001,Regular
4/4/2021,Evening Commute,769,2,2.34,3004,1001,Regular
4/4/2021,Overnight,154,0,2.35,3002,1001,Regular
4/5/2021,Morning Commute,648,0,2.34,3001,1001,Regular
4/5/2021,Lunch Rush,605,-1,2.34,3001,1001,Regular
4/5/2021,Evening Commute,741,-1,2.33,3002,1001,Regular
4/5/2021,Overnight,122,1,2.32,3005,1001,Regular
4/6/2021,Morning Commute,527,2,2.3,3001,1001,Regular
4/6/2021,Lunch Rush,545,-1,2.32,3001,1001,Regular
4/6/2021,Evening Commute,639,0,2.32,3002,1001,Regular
4/6/2021,Overnight,117,0,2.32,3005,1001,Regular
4/7/2021,Morning Commute,577,2,2.34,3001,1001,Regular
4/7/2021,Lunch Rush,492,3,2.35,3001,1001,Regular
4/7/2021,Evening Commute,748,-1,2.33,3002,1001,Regular
4/7/2021,Overnight,124,1,2.33,3005,1001,Regular
4/8/2021,Morning Commute,860,-2,2.34,3001,1001,Regular
4/8/2021,Lunch Rush,698,0,2.32,3001,1001,Regular
4/8/2021,Evening Commute,935,-2,2.33,3002,1001,Regular
4/8/2021,Overnight,156,0,2.32,3005,1001,Regular
4/9/2021,Morning Commute,1120,-3,2.34,3001,1001,Regular
4/9/2021,Lunch Rush,735,3,2.32,3001,1001,Regular
4/9/2021,Evening Commute,959,2,2.31,3002,1001,Regular
4/9/2021,Overnight,195,0,2.32,3005,1001,Regular
4/10/2021,Morning Commute,1193,-1,2.33,3004,1001,Regular
4/10/2021,Lunch Rush,1126,-2,2.34,3001,1001,Regular
4/10/2021,Evening Commute,1066,3,2.32,3004,1001,Regular
4/10/2021,Overnight,226,0,2.34,3002,1001,Regular
4/11/2021,Morning Commute,772,0,2.33,3004,1001,Regular
4/11/2021,Lunch Rush,798,-3,2.32,3001,1001,Regular
4/11/2021,Evening Commute,904,-1,2.33,3004,1001,Regular
4/11/2021,Overnight,162,-1,2.35,3002,1001,Regular
4/12/2021,Morning Commute,610,1,2.34,3001,1001,Regular
4/12/2021,Lunch Rush,581,0,2.33,3001,1001,Regular
4/12/2021,Evening Commute,751,-1,2.33,3002,1001,Regular
4/12/2021,Overnight,128,0,2.35,3005,1001,Regular
4/13/2021,Morning Commute,528,2,2.33,3001,1001,Regular
4/13/2021,Lunch Rush,577,-2,2.31,3001,1001,Regular
4/13/2021,Evening Commute,601,1,2.32,3002,1001,Regular
4/13/2021,Overnight,122,-1,2.32,3005,1001,Regular
4/14/2021,Morning Commute,615,1,2.32,3001,1001,Regular
4/14/2021,Lunch Rush,639,-2,2.32,3001,1001,Regular
4/14/2021,Evening Commute,634,2,2.34,3002,1001,Regular
4/14/2021,Overnight,129,0,2.34,3005,1001,Regular
4/15/2021,Morning Commute,776,0,2.36,3001,1001,Regular
4/15/2021,Lunch Rush,625,2,2.35,3001,1001,Regular
4/15/2021,Evening Commute,931,-2,2.33,3002,1001,Regular
4/15/2021,Overnight,148,1,2.35,3005,1001,Regular
4/16/2021,Morning Commute,972,0,2.34,3001,1001,Regular
4/16/2021,Lunch Rush,954,-2,2.34,3001,1001,Regular
4/16/2021,Evening Commute,1179,-2,2.34,3002,1001,Regular
4/16/2021,Overnight,203,-1,2.36,3005,1001,Regular
4/17/2021,Morning Commute,1193,-1,2.34,3004,1001,Regular
4/17/2021,Lunch Rush,1175,-3,2.36,3001,1001,Regular
4/17/2021,Evening Commute,1370,-2,2.34,3004,1001,Regular
4/17/2021,Overnight,228,0,2.36,3002,1001,Regular
4/18/2021,Morning Commute,897,-3,2.34,3004,1001,Regular
4/18/2021,Lunch Rush,658,1,2.33,3001,1001,Regular
4/18/2021,Evening Commute,769,2,2.32,3004,1001,Regular
4/18/2021,Overnight,163,-1,2.31,3002,1001,Regular
